Country or area,Urban Agglomeration,Latitude,Longitude,Population (in thousands),Country Code,proportion dirty fuel,estimated population burning dirty fuels,proportion electricity access,proportion below $1 per day,estimated addressable population
Nigeria,Birnin Kebbi,12.4539,4.1975,366,NGA,0.6679999999999999,244488.0,0.8390000153,0.0351163685711153,197922
China,"Linyi, Shandong",35.0541,118.3334,1937,CHN,0.10200000000000001,197574.0,1.0,0.0,197574
China,"Taizhou, Zhejiang",28.6372,121.4185,1935,CHN,0.10200000000000001,197370.0,1.0,0.0,197370
Bangladesh,Barisal,22.7019,90.3711,484,BGD,0.41700000000000004,201828.0,0.9780000305000001,0.0018262631037759,197027
Bangladesh,Rupganj,23.7926,90.5206,482,BGD,0.41700000000000004,200994.0,0.9780000305000001,0.0018262631037759,196213
Mozambique,Quelimane,-17.8786,36.8883,415,MOZ,0.8460000000000001,351090.0,0.7496321869,0.2568505771373906,195588
Philippines,Bacoor,14.413,120.9737,686,PHL,0.29,198940.0,0.9823407745,0.000475071385882081,195334
China,Putian,25.4394,119.0103,1907,CHN,0.10200000000000001,194514.0,1.0,0.0,194514
Nigeria,Ilesha,7.6167,4.7333,357,NGA,0.6679999999999999,238476.0,0.8390000153,0.0351163685711153,193055
China,Haikou,20.0274,110.3301,1889,CHN,0.10200000000000001,192678.0,1.0,0.0,192678
India,Patna,25.6,85.1167,2436,IND,0.079,192444.0,1.0,0.0023652678315167997,191989
China,"Wuhu, Anhui",31.3336,118.3812,1870,CHN,0.10200000000000001,190740.0,1.0,0.0,190740
China,"Yancheng, Jiangsu",33.3569,120.1551,1864,CHN,0.10200000000000001,190128.0,1.0,0.0,190128
Spain,Malaga,36.7202,-4.4203,590,ESP,0.324,191160.0,1.0,0.0058107732501233,190049
Senegal,Thies,14.8,-16.9333,377,SEN,0.5315,200376.0,0.9517642975,0.003972312397151,189953
China,Daqing,46.5833,125.0,1859,CHN,0.10200000000000001,189618.0,1.0,0.0,189618
Niger,Zinder,13.8072,8.9881,489,NER,0.855,418095.0,0.4839099884,0.0640356225144508,189365
Dem. People's Republic of Korea,Hamhung,39.9183,127.5364,549,PRK,0.794,435906.0,0.4334545517,0.0,188945
India,Bhopal,23.2667,77.4,2390,IND,0.079,188810.0,1.0,0.0023652678315167997,188363
Bangladesh,Mymensingh,24.75,90.4,460,BGD,0.41700000000000004,191820.0,0.9780000305000001,0.0018262631037759,187257
Côte d'Ivoire,Bouake,7.6939,-5.0303,572,CIV,0.348,199056.0,0.9447060394000001,0.0043369633511054,187234
Nigeria,Ijebu-Ode,6.8161,3.9159,345,NGA,0.6679999999999999,230460.0,0.8390000153,0.0351163685711153,186566
Cameroon,Garoua,9.3,13.4,346,CMR,0.601,207946.0,0.9402661133,0.0482372648765619,186093
Philippines,General Santos City,6.1128,125.1717,653,PHL,0.29,189370.0,0.9823407745,0.000475071385882081,185937
China,Lianyungang,34.5969,119.1758,1820,CHN,0.10200000000000001,185640.0,1.0,0.0,185640
Kenya,Eldoret,0.5204,35.2699,394,KEN,0.518,204092.0,0.9398622131000001,0.0400045675761333,184145
Viet Nam,Da Nang,16.0513,108.2124,1125,VNM,0.162,182250.0,1.0,0.00043529444741465906,182171
Kenya,Ruiru,-1.1515,36.9519,389,KEN,0.518,201502.0,0.9398622131000001,0.0400045675761333,181808
Indonesia,Surabaya,-7.2888,112.7411,2944,IDN,0.06199999999999999,182528.0,0.9959999847000001,9.424091293893e-06,181796
Nigeria,Lafia,8.4833,8.5167,336,NGA,0.6679999999999999,224448.0,0.8390000153,0.0351163685711153,181699
China,Zhuhai,22.2769,113.5678,1759,CHN,0.10200000000000001,179418.0,1.0,0.0,179418
Kenya,Nakuru,-0.2833,36.0667,383,KEN,0.518,198394.0,0.9398622131000001,0.0400045675761333,179004
China,Datong,40.0805,113.293,1745,CHN,0.10200000000000001,177990.0,1.0,0.0,177990
Mexico,Tijuana,32.5333,-117.0167,2140,MEX,0.08299999999999999,177620.0,0.9980000305,0.0054642808223601,176296
Democratic Republic of the Congo,Bunia,1.5667,30.25,679,COD,0.8975,609402.0,0.40659931180000003,0.29347778250743006,175064
Mozambique,Tete,-16.1564,33.5867,371,MOZ,0.8460000000000001,313866.0,0.7496321869,0.2568505771373906,174851
Senegal,Rufisque,14.7172,-17.2733,347,SEN,0.5315,184430.0,0.9517642975,0.003972312397151,174837
Philippines,Bacolod,10.6507,122.946,613,PHL,0.29,177770.0,0.9823407745,0.000475071385882081,174548
India,Agra,27.1833,78.0167,2210,IND,0.079,174590.0,1.0,0.0023652678315167997,174177
Philippines,San Jose del Monte,14.8206,121.1023,608,PHL,0.29,176320.0,0.9823407745,0.000475071385882081,173124
China,Quanzhou,24.8968,118.5997,1694,CHN,0.10200000000000001,172788.0,1.0,0.0,172788
India,Vadodara,22.3,73.2,2190,IND,0.079,173010.0,1.0,0.0023652678315167997,172601
China,Jiangmen,22.5833,113.0833,1687,CHN,0.10200000000000001,172074.0,1.0,0.0,172074
India,Visakhapatnam,17.6819,83.2097,2175,IND,0.079,171825.0,1.0,0.0023652678315167997,171419
Papua New Guinea,Port Moresby,-9.4431,147.1797,383,PNG,0.611,234013.0,0.8359999847,0.1257955642464201,171025
India,Kannur,11.8729,75.3716,2167,IND,0.079,171193.0,1.0,0.0023652678315167997,170788
Sudan,Nyala,12.05,24.8833,923,SDN,0.2285,210906.0,0.8151765442,0.0086985068576302,170430
Sri Lanka,Colombo,6.9319,79.8478,613,LKA,0.278,170414.0,1.0,2.1711501339315998e-05,170410
China,Xiangyang,32.0088,112.144,1658,CHN,0.10200000000000001,169116.0,1.0,0.0,169116
Indonesia,Depok,-6.4025,106.7942,2727,IDN,0.06199999999999999,169074.0,0.9959999847000001,9.424091293893e-06,168396
Madagascar,Toamasina,-18.1667,49.3833,434,MDG,0.9670000000000001,419678.0,0.7016197205,0.43175709191748735,167322
China,Anshan,41.1236,122.99,1629,CHN,0.10200000000000001,166158.0,1.0,0.0,166158
Kenya,Kisumu,-0.1022,34.7617,355,KEN,0.518,183890.0,0.9398622131000001,0.0400045675761333,165917
Bangladesh,Rangpur,25.75,89.25,407,BGD,0.41700000000000004,169719.0,0.9780000305000001,0.0018262631037759,165682
China,Cixi,30.1761,121.2524,1609,CHN,0.10200000000000001,164118.0,1.0,0.0,164118
Viet Nam,Bien Hoa,10.95,106.8167,1013,VNM,0.162,164106.0,1.0,0.00043529444741465906,164035
China,Jilin,43.8508,126.5603,1603,CHN,0.10200000000000001,163506.0,1.0,0.0,163506
Democratic Republic of the Congo,Goma,-1.6792,29.2228,634,COD,0.8975,569015.0,0.40659931180000003,0.29347778250743006,163462
India,Nashik,19.9833,73.8,2066,IND,0.079,163214.0,1.0,0.0023652678315167997,162828
Spain,Murcia,37.987,-1.13,500,ESP,0.324,162000.0,1.0,0.0058107732501233,161059
China,Yinchuan,38.4681,106.2731,1579,CHN,0.10200000000000001,161058.0,1.0,0.0,161058
India,Vijayawada,16.5167,80.6167,2040,IND,0.079,161160.0,1.0,0.0023652678315167997,160779
South Africa,Cape Town,-33.9258,18.4232,4618,ZAF,0.040999999999999995,189338.0,0.8880626678,0.0447956252095753,160612
Indonesia,Bandung,-6.9194,107.6085,2580,IDN,0.06199999999999999,159960.0,0.9959999847000001,9.424091293893e-06,159319
China,Qiqihaer,47.3408,123.9672,1560,CHN,0.10200000000000001,159120.0,1.0,0.0,159120
China,Yichang,30.7144,111.2847,1548,CHN,0.10200000000000001,157896.0,1.0,0.0,157896
China,Xining,36.6167,101.7667,1539,CHN,0.10200000000000001,156978.0,1.0,0.0,156978
China,Qinhuangdao,39.9317,119.5883,1535,CHN,0.10200000000000001,156570.0,1.0,0.0,156570
China,Hengyang,26.8841,112.6251,1527,CHN,0.10200000000000001,155754.0,1.0,0.0,155754
Nicaragua,Managua,12.1328,-86.2504,1064,NIC,0.146,155344.0,1.0,0.0033111647276199,154830
China,"Jining, Shandong",35.4146,116.5847,1494,CHN,0.10200000000000001,152388.0,1.0,0.0,152388
Democratic Republic of the Congo,Uvira,-3.3953,29.1378,590,COD,0.8975,529525.0,0.40659931180000003,0.29347778250743006,152117
Philippines,Basilan City (including City of Isabela),6.7041,121.9712,533,PHL,0.29,154570.0,0.9823407745,0.000475071385882081,151768
Spain,Palma,39.5694,2.6502,467,ESP,0.324,151308.0,1.0,0.0058107732501233,150429
Mexico,León de los Aldamas,21.1234,-101.6805,1825,MEX,0.08299999999999999,151475.0,0.9980000305,0.0054642808223601,150346
Philippines,Imus,14.4064,120.9405,528,PHL,0.29,153120.0,0.9823407745,0.000475071385882081,150345
Philippines,Calamba,14.1877,121.1251,525,PHL,0.29,152250.0,0.9823407745,0.000475071385882081,149490
China,Anyang,36.0944,114.3503,1460,CHN,0.10200000000000001,148920.0,1.0,0.0,148920
India,Rajkot,22.3,70.7833,1878,IND,0.079,148362.0,1.0,0.0023652678315167997,148011
Pakistan,Islamabad,33.7035,73.0594,1129,PAK,0.131,147899.0,1.0,5.3788441201418994e-05,147891
China,Suqian,33.9681,118.2924,1440,CHN,0.10200000000000001,146880.0,1.0,0.0,146880
China,Huainan,32.6264,116.9969,1438,CHN,0.10200000000000001,146676.0,1.0,0.0,146676
Democratic Republic of the Congo,Likasi,-10.9814,26.7333,568,COD,0.8975,509780.0,0.40659931180000003,0.29347778250743006,146445
China,Zhangjiakou,40.81,114.8794,1435,CHN,0.10200000000000001,146370.0,1.0,0.0,146370
India,Ludhiana,30.9,75.85,1857,IND,0.079,146703.0,1.0,0.0023652678315167997,146356
India,Kollam,8.8806,76.5917,1852,IND,0.079,146308.0,1.0,0.0023652678315167997,145962
China,Chaozhou,23.6651,116.6379,1428,CHN,0.10200000000000001,145656.0,1.0,0.0,145656
Philippines,Angeles City,15.15,120.5833,510,PHL,0.29,147900.0,0.9823407745,0.000475071385882081,145219
Nepal,Pokhara,28.2333,83.9833,421,NPL,0.366,154086.0,0.9419999695,0.0028858440594064,144730
Indonesia,Tangerang,-6.2024,106.6527,2339,IDN,0.06199999999999999,145018.0,0.9959999847000001,9.424091293893e-06,144437
Indonesia,Medan,3.5833,98.6667,2338,IDN,0.06199999999999999,144956.0,0.9959999847000001,9.424091293893e-06,144375
Pakistan,Quetta,30.199,67.0097,1100,PAK,0.131,144100.0,1.0,5.3788441201418994e-05,144092
China,"Taizhou, Jiangsu",32.4945,119.9029,1348,CHN,0.10200000000000001,137496.0,1.0,0.0,137496
Madagascar,Antsirabe,-19.8664,47.0335,356,MDG,0.9670000000000001,344252.0,0.7016197205,0.43175709191748735,137250
Yemen,Sana'a',15.3531,44.2078,2973,YEM,0.05,148650.0,0.9311345673,0.0120962153712701,136739
India,Madurai,9.9333,78.1167,1734,IND,0.079,136986.0,1.0,0.0023652678315167997,136662
China,"Taian, Shandong",36.1904,117.1191,1339,CHN,0.10200000000000001,136578.0,1.0,0.0,136578
China,Yiwu,29.3151,120.0768,1334,CHN,0.10200000000000001,136068.0,1.0,0.0,136068
South Africa,Ekurhuleni,-26.25,28.33,3894,ZAF,0.040999999999999995,159654.0,0.8880626678,0.0447956252095753,135432
Philippines,Iloilo City,10.6966,122.5629,472,PHL,0.29,136880.0,0.9823407745,0.000475071385882081,134399
Philippines,Lapu-Lapu City,10.3103,123.9494,470,PHL,0.29,136300.0,0.9823407745,0.000475071385882081,133829
India,Meerut,28.9716,77.7193,1696,IND,0.079,133984.0,1.0,0.0023652678315167997,133667
Mexico,La Laguna,25.55,-103.4333,1615,MEX,0.08299999999999999,134045.0,0.9980000305,0.0054642808223601,133046
China,Weihai,37.5017,122.1136,1304,CHN,0.10200000000000001,133008.0,1.0,0.0,133008
China,Zhanjiang,21.2662,110.3596,1287,CHN,0.10200000000000001,131274.0,1.0,0.0,131274
India,Varanasi (Benares),25.3164,82.9822,1665,IND,0.079,131535.0,1.0,0.0023652678315167997,131224
China,"Fushun, Liaoning",41.8807,123.9467,1285,CHN,0.10200000000000001,131070.0,1.0,0.0,131070
China,Ganzhou,25.85,114.9333,1285,CHN,0.10200000000000001,131070.0,1.0,0.0,131070
Democratic Republic of the Congo,Kikwit,-5.041,18.8162,507,COD,0.8975,455032.0,0.40659931180000003,0.29347778250743006,130718
China,Zunyi,27.7113,106.9365,1281,CHN,0.10200000000000001,130662.0,1.0,0.0,130662
China,"Mianyang, Sichuan",31.4839,104.737,1276,CHN,0.10200000000000001,130152.0,1.0,0.0,130152
China,Dongying,37.4533,118.5785,1276,CHN,0.10200000000000001,130152.0,1.0,0.0,130152
China,Kaifeng,34.7911,114.3483,1274,CHN,0.10200000000000001,129948.0,1.0,0.0,129948
China,Rizhao,35.4034,119.512,1271,CHN,0.10200000000000001,129642.0,1.0,0.0,129642
Spain,Las Palmas Gran Canaria,28.1107,-15.4343,402,ESP,0.324,130248.0,1.0,0.0058107732501233,129491
India,Raipur,21.2333,81.6333,1642,IND,0.079,129718.0,1.0,0.0023652678315167997,129411
Thailand,Chon Buri,13.3611,100.9883,1399,THA,0.092,128708.0,1.0,0.0,128708
China,Jiaxing,30.7665,120.7482,1260,CHN,0.10200000000000001,128520.0,1.0,0.0,128520
China,Nanchong,30.7951,106.0847,1258,CHN,0.10200000000000001,128316.0,1.0,0.0,128316
Democratic Republic of the Congo,Kolwezi,-10.7148,25.4667,495,COD,0.8975,444262.0,0.40659931180000003,0.29347778250743006,127624
China,Shiyan,32.6445,110.7836,1241,CHN,0.10200000000000001,126582.0,1.0,0.0,126582
India,Jamshedpur,22.8,86.1833,1599,IND,0.079,126321.0,1.0,0.0023652678315167997,126022
Mexico,Ciudad Juárez,31.7333,-106.4833,1519,MEX,0.08299999999999999,126077.0,0.9980000305,0.0054642808223601,125137
India,Srinagar,34.0837,74.7974,1586,IND,0.079,125294.0,1.0,0.0023652678315167997,124998
China,Yingkou,40.6648,122.2283,1214,CHN,0.10200000000000001,123828.0,1.0,0.0,123828
Philippines,Santa Rosa,14.2843,121.0889,432,PHL,0.29,125280.0,0.9823407745,0.000475071385882081,123009
China,Maoming,21.6627,110.9234,1205,CHN,0.10200000000000001,122910.0,1.0,0.0,122910
India,Aurangabad,19.8766,75.3433,1558,IND,0.079,123082.0,1.0,0.0023652678315167997,122791
China,Liuan,31.7543,116.4981,1196,CHN,0.10200000000000001,121992.0,1.0,0.0,121992
Dem. People's Republic of Korea,Wonsan,39.1528,127.4436,353,PRK,0.794,280282.0,0.4334545517,0.0,121490
China,Tengzhou,35.0845,117.1624,1190,CHN,0.10200000000000001,121380.0,1.0,0.0,121380
China,Zhuzhou,27.8333,113.15,1187,CHN,0.10200000000000001,121074.0,1.0,0.0,121074
Thailand,Samut Prakan,13.5993,100.5968,1307,THA,0.092,120244.0,1.0,0.0,120244
Democratic Republic of the Congo,Kabinda,-6.1379,24.4818,466,COD,0.8975,418235.0,0.40659931180000003,0.29347778250743006,120147
China,"Zhenjiang, Jiangsu",32.2027,119.4489,1174,CHN,0.10200000000000001,119748.0,1.0,0.0,119748
China,"Suzhou, Anhui",33.6359,116.9747,1170,CHN,0.10200000000000001,119340.0,1.0,0.0,119340
China,Liuyang,28.15,113.6333,1169,CHN,0.10200000000000001,119238.0,1.0,0.0,119238
China,Ruian,27.7808,120.6755,1169,CHN,0.10200000000000001,119238.0,1.0,0.0,119238
Spain,Alicante,38.3452,-0.4815,370,ESP,0.324,119880.0,1.0,0.0058107732501233,119183
China,Baoji,34.3651,107.2004,1165,CHN,0.10200000000000001,118830.0,1.0,0.0,118830
China,Chifeng,42.2646,118.9152,1165,CHN,0.10200000000000001,118830.0,1.0,0.0,118830
China,Puning,23.2967,116.1647,1160,CHN,0.10200000000000001,118320.0,1.0,0.0,118320
China,"Pingdingshan, Henan",33.7417,113.304,1160,CHN,0.10200000000000001,118320.0,1.0,0.0,118320
China,Benxi,41.2886,123.765,1157,CHN,0.10200000000000001,118014.0,1.0,0.0,118014
India,Tiruppur,11.1154,77.3546,1496,IND,0.079,118184.0,1.0,0.0023652678315167997,117904
China,Jieyang,23.5526,116.3721,1147,CHN,0.10200000000000001,116994.0,1.0,0.0,116994
China,Jinzhou,41.1078,121.1417,1145,CHN,0.10200000000000001,116790.0,1.0,0.0,116790
China,"Xiangtan, Hunan",27.8283,112.927,1143,CHN,0.10200000000000001,116586.0,1.0,0.0,116586
China,"Nanyang, Henan",32.9999,112.5259,1143,CHN,0.10200000000000001,116586.0,1.0,0.0,116586
China,Huaibei,33.9549,116.7929,1142,CHN,0.10200000000000001,116484.0,1.0,0.0,116484
Myanmar,Nay Pyi Taw,19.745,96.1297,594,MMR,0.21,124740.0,0.9303386688,0.000127508854952987,116036
India,Jodhpur,26.2392,73.0158,1472,IND,0.079,116288.0,1.0,0.0023652678315167997,116013
China,Guilin,25.2819,110.2864,1134,CHN,0.10200000000000001,115668.0,1.0,0.0,115668
Indonesia,Semarang,-6.9932,110.4203,1866,IDN,0.06199999999999999,115692.0,0.9959999847000001,9.424091293893e-06,115228
Angola,Lubango,-14.9172,13.4925,828,AGO,0.20700000000000002,171396.0,0.7370891571,0.0880786613967893,115207
China,Jinhua,29.0807,119.6464,1122,CHN,0.10200000000000001,114444.0,1.0,0.0,114444
India,Jabalpur,23.167,79.9501,1450,IND,0.079,114550.0,1.0,0.0023652678315167997,114279
Democratic Republic of the Congo,Mbandaka,0.0487,18.2603,443,COD,0.8975,397592.0,0.40659931180000003,0.29347778250743006,114217
India,Ranchi,23.35,85.3333,1439,IND,0.079,113681.0,1.0,0.0023652678315167997,113412
Philippines,General Trias,14.3214,121.9073,398,PHL,0.29,115420.0,0.9823407745,0.000475071385882081,113328
India,Asansol,23.6833,86.9833,1431,IND,0.079,113049.0,1.0,0.0023652678315167997,112782
Spain,Bilbao,43.2627,-2.9253,350,ESP,0.324,113400.0,1.0,0.0058107732501233,112741
Dominican Republic,Santo Domingo,18.4896,-69.9018,3318,DOM,0.034,112812.0,1.0,0.002470159316594,112533
Philippines,Mandaue City,10.3236,123.9222,395,PHL,0.29,114550.0,0.9823407745,0.000475071385882081,112474
Dem. People's Republic of Korea,Sinuiju,40.1006,124.3981,326,PRK,0.794,258844.0,0.4334545517,0.0,112197
China,Zaozhuang,34.8647,117.5542,1088,CHN,0.10200000000000001,110976.0,1.0,0.0,110976
Spain,Cordoba,37.8833,-4.7667,344,ESP,0.324,111456.0,1.0,0.0058107732501233,110808
Bosnia and Herzegovina,Sarajevo,43.8486,18.3564,343,BIH,0.32299999999999995,110789.0,1.0,0.0,110789
Pakistan,Bahawalpur,29.4,71.6833,845,PAK,0.131,110695.0,1.0,5.3788441201418994e-05,110689
China,Binzhou,37.3811,118.0109,1084,CHN,0.10200000000000001,110568.0,1.0,0.0,110568
Mexico,Querétaro,20.6,-100.3833,1339,MEX,0.08299999999999999,111137.0,0.9980000305,0.0054642808223601,110309
China,Xinxiang,35.2989,113.9015,1081,CHN,0.10200000000000001,110262.0,1.0,0.0,110262
Philippines,Binan,14.3036,121.0781,387,PHL,0.29,112230.0,0.9823407745,0.000475071385882081,110196
India,Allahabad,25.45,81.85,1394,IND,0.079,110126.0,1.0,0.0023652678315167997,109866
China,Liupanshui,26.5923,104.8377,1077,CHN,0.10200000000000001,109854.0,1.0,0.0,109854
South Africa,Durban (Ethekwini),-29.8579,31.0292,3158,ZAF,0.040999999999999995,129478.0,0.8880626678,0.0447956252095753,109834
Brazil,São Paulo,-23.5475,-46.6361,22043,BRA,0.005,110215.0,1.0,0.0042300844605159,109749
Philippines,Lipa City,13.9419,121.1627,385,PHL,0.29,111650.0,0.9823407745,0.000475071385882081,109626
India,Kota,25.1665,75.8561,1387,IND,0.079,109573.0,1.0,0.0023652678315167997,109314
India,Gwalior,26.2236,78.1792,1378,IND,0.079,108862.0,1.0,0.0023652678315167997,108605
India,Amritsar,31.631,74.8755,1377,IND,0.079,108783.0,1.0,0.0023652678315167997,108526
China,Pizhou,34.3114,117.9503,1063,CHN,0.10200000000000001,108426.0,1.0,0.0,108426
Angola,Cabinda,-5.55,12.2,778,AGO,0.20700000000000002,161046.0,0.7370891571,0.0880786613967893,108250
China,Yueqing,28.1194,120.9612,1061,CHN,0.10200000000000001,108222.0,1.0,0.0,108222
Russian Federation,Novosibirsk,55.0415,82.9346,1664,RUS,0.065,108160.0,1.0,0.0,108160
China,Panjin,41.1219,122.0701,1053,CHN,0.10200000000000001,107406.0,1.0,0.0,107406
Thailand,Chiang Mai,18.7904,98.9847,1167,THA,0.092,107364.0,1.0,0.0,107364
Philippines,Cabuyao,14.2471,121.1367,377,PHL,0.29,109330.0,0.9823407745,0.000475071385882081,107348
Indonesia,Palembang,-2.9167,104.7458,1723,IDN,0.06199999999999999,106826.0,0.9959999847000001,9.424091293893e-06,106398
Serbia,Beograd (Belgrade),44.8176,20.4633,1398,SRB,0.07600000000000001,106248.0,1.0,0.0,106248
Philippines,Baguio City,16.4108,120.5902,373,PHL,0.29,108170.0,0.9823407745,0.000475071385882081,106209
China,Luohe,33.5731,114.0241,1040,CHN,0.10200000000000001,106080.0,1.0,0.0,106080
China,"Jingzhou, Hubei",30.3276,112.2484,1038,CHN,0.10200000000000001,105876.0,1.0,0.0,105876
China,Wenling,28.3758,121.3781,1037,CHN,0.10200000000000001,105774.0,1.0,0.0,105774
China,Fuyang,32.8895,115.8152,1036,CHN,0.10200000000000001,105672.0,1.0,0.0,105672
China,Shangrao,28.4604,117.9531,1029,CHN,0.10200000000000001,104958.0,1.0,0.0,104958
India,Dhanbad,23.8,86.45,1331,IND,0.079,105149.0,1.0,0.0023652678315167997,104900
Philippines,Tarlac,15.447,120.4696,367,PHL,0.29,106430.0,0.9823407745,0.000475071385882081,104501
China,Zhaoqing,23.0512,112.4597,1024,CHN,0.10200000000000001,104448.0,1.0,0.0,104448
China,Ma'anshan,31.7071,118.5038,1019,CHN,0.10200000000000001,103938.0,1.0,0.0,103938
Philippines,Butuan,8.9492,125.5436,365,PHL,0.29,105850.0,0.9823407745,0.000475071385882081,103931
Philippines,Iligan,8.2274,124.2426,363,PHL,0.29,105270.0,0.9823407745,0.000475071385882081,103362
China,Yueyang,29.3722,113.1153,1010,CHN,0.10200000000000001,103020.0,1.0,0.0,103020
Zimbabwe,Bulawayo,-20.15,28.5833,638,ZWE,0.20199999999999999,128876.0,0.8571547699,0.0735905283060626,102337
Philippines,San Pedro,14.3489,121.0392,358,PHL,0.29,103820.0,0.9823407745,0.000475071385882081,101938
China,Bazhong,31.8662,106.7325,992,CHN,0.10200000000000001,101184.0,1.0,0.0,101184
Philippines,Batangas City,13.7573,121.0586,355,PHL,0.29,102950.0,0.9823407745,0.000475071385882081,101084
China,"Fuzhou, Jiangxi",27.9812,116.3557,990,CHN,0.10200000000000001,100980.0,1.0,0.0,100980
China,Huzhou,30.8703,120.0933,988,CHN,0.10200000000000001,100776.0,1.0,0.0,100776
China,Leshan,29.5762,103.759,987,CHN,0.10200000000000001,100674.0,1.0,0.0,100674
China,Dezhou,37.4518,116.301,986,CHN,0.10200000000000001,100572.0,1.0,0.0,100572
Democratic Republic of the Congo,Matadi,-5.8177,13.4717,390,COD,0.8975,350025.0,0.40659931180000003,0.29347778250743006,100552
Mexico,San Luis Potosí,22.15,-100.9833,1217,MEX,0.08299999999999999,101011.0,0.9980000305,0.0054642808223601,100258
Republic of Korea,Seoul,37.5683,126.9778,9963,KOR,0.01,99630.0,1.0,0.0,99630
Angola,Benguela,-12.576,13.405,715,AGO,0.20700000000000002,148005.0,0.7370891571,0.0880786613967893,99484
China,Xiongan,38.9796,116.079,970,CHN,0.10200000000000001,98940.0,1.0,0.0,98940
India,Bareilly,28.35,79.4167,1255,IND,0.079,99145.0,1.0,0.0023652678315167997,98910
Spain,Vigo,42.2328,-8.7226,307,ESP,0.324,99468.0,1.0,0.0058107732501233,98890
China,Xuchang,34.0167,113.8167,968,CHN,0.10200000000000001,98736.0,1.0,0.0,98736
Afghanistan,Herat,34.3482,62.1997,606,AFG,0.163,98778.0,0.995,0.0,98284
Spain,Valladolid,41.6552,-4.7237,305,ESP,0.324,98820.0,1.0,0.0058107732501233,98246
China,Chenzhou,25.8,113.0333,960,CHN,0.10200000000000001,97920.0,1.0,0.0,97920
Indonesia,Makassar (Ujung Pandang),-5.1444,119.4236,1584,IDN,0.06199999999999999,98208.0,0.9959999847000001,9.424091293893e-06,97814
Russian Federation,Yekaterinburg,56.8575,60.6125,1504,RUS,0.065,97760.0,1.0,0.0,97760
China,"Jixi, Heilongjiang",45.2958,130.9701,950,CHN,0.10200000000000001,96900.0,1.0,0.0,96900
China,Qujing,25.4894,103.7977,942,CHN,0.10200000000000001,96084.0,1.0,0.0,96084
China,Changshu,31.6539,120.7467,939,CHN,0.10200000000000001,95778.0,1.0,0.0,95778
Mexico,Mérida,20.9667,-89.6167,1161,MEX,0.08299999999999999,96363.0,0.9980000305,0.0054642808223601,95645
China,Xintai,35.9006,117.7519,936,CHN,0.10200000000000001,95472.0,1.0,0.0,95472
Indonesia,Batam,1.1191,104.0313,1546,IDN,0.06199999999999999,95852.0,0.9959999847000001,9.424091293893e-06,95468
India,Aligarh,27.8833,78.0833,1211,IND,0.079,95669.0,1.0,0.0023652678315167997,95443
India,Mysore,12.2979,76.6393,1210,IND,0.079,95590.0,1.0,0.0023652678315167997,95364
India,Durg-Bhilainagar,21.1887,81.2806,1208,IND,0.079,95432.0,1.0,0.0023652678315167997,95206
China,"Pingxiang, Jiangxi",27.6348,113.8477,929,CHN,0.10200000000000001,94758.0,1.0,0.0,94758
China,Mudanjiang,44.5833,129.6,926,CHN,0.10200000000000001,94452.0,1.0,0.0,94452
India,Moradabad,28.8333,78.7833,1197,IND,0.079,94563.0,1.0,0.0023652678315167997,94339
China,"Yichun, Jiangxi",27.8062,114.3892,918,CHN,0.10200000000000001,93636.0,1.0,0.0,93636
Philippines,Cotabato,7.2236,124.2464,328,PHL,0.29,95120.0,0.9823407745,0.000475071385882081,93396
Philippines,San Fernando,15.0594,120.6567,328,PHL,0.29,95120.0,0.9823407745,0.000475071385882081,93396
Angola,Huambo,-12.7761,15.7392,671,AGO,0.20700000000000002,138897.0,0.7370891571,0.0880786613967893,93362
China,Jiujiang,29.7041,116.0013,913,CHN,0.10200000000000001,93126.0,1.0,0.0,93126
China,Laiwu,36.2074,117.672,908,CHN,0.10200000000000001,92616.0,1.0,0.0,92616
Angola,Malanje,-9.54,16.341,665,AGO,0.20700000000000002,137655.0,0.7370891571,0.0880786613967893,92527
Mexico,Mexicali,32.6519,-115.4683,1121,MEX,0.08299999999999999,93043.0,0.9980000305,0.0054642808223601,92350
Pakistan,Sialkot,32.5,74.5167,705,PAK,0.131,92355.0,1.0,5.3788441201418994e-05,92350
China,Bengbu,32.9408,117.3608,902,CHN,0.10200000000000001,92004.0,1.0,0.0,92004
India,Tiruchirappalli,10.805,78.6856,1165,IND,0.079,92035.0,1.0,0.0023652678315167997,91817
Pakistan,Sargodha,32.0833,72.6667,700,PAK,0.131,91700.0,1.0,5.3788441201418994e-05,91695
India,Bhubaneswar,20.2333,85.8333,1163,IND,0.079,91877.0,1.0,0.0023652678315167997,91660
Mexico,Aguascalientes,21.8833,-102.3,1106,MEX,0.08299999999999999,91798.0,0.9980000305,0.0054642808223601,91114
China,Zhucheng,35.9947,119.3975,891,CHN,0.10200000000000001,90882.0,1.0,0.0,90882
China,Guigang,23.0964,109.6092,891,CHN,0.10200000000000001,90882.0,1.0,0.0,90882
China,Guiping,23.3934,110.0744,891,CHN,0.10200000000000001,90882.0,1.0,0.0,90882
China,Yangjiang,21.8614,111.9563,890,CHN,0.10200000000000001,90780.0,1.0,0.0,90780
India,Chandigarh,30.7343,76.7933,1148,IND,0.079,90692.0,1.0,0.0023652678315167997,90477
China,Chengde,40.9672,117.9322,880,CHN,0.10200000000000001,89760.0,1.0,0.0,89760
