Country or area,Urban Agglomeration,Latitude,Longitude,Population (in thousands),Country Code,proportion dirty fuel,estimated population burning dirty fuels,proportion electricity access,proportion below $1 per day,estimated addressable population
Chile,La Serena-Coquimbo,-29.9045,-71.2489,484,CHL,0.059000000000000004,28556.0,1.0,0.0041409459971694,28438
India,Parbhani,19.2667,76.7833,359,IND,0.079,28361.0,1.0,0.0023652678315167997,28294
India,Maunath Bhanjan,25.9475,83.559,358,IND,0.079,28282.0,1.0,0.0023652678315167997,28215
Mexico,Tehuacán,18.45,-97.3833,342,MEX,0.08299999999999999,28386.0,0.9980000305,0.0054642808223601,28174
India,Ranipet,12.9315,79.3323,356,IND,0.079,28124.0,1.0,0.0023652678315167997,28057
India,Dewas,22.9667,76.0667,356,IND,0.079,28124.0,1.0,0.0023652678315167997,28057
Republic of Korea,Incheon,37.4536,126.7317,2801,KOR,0.01,28010.0,1.0,0.0,28010
India,Hisar,29.1667,75.7167,354,IND,0.079,27966.0,1.0,0.0023652678315167997,27900
India,Roorkee,29.8667,77.8833,354,IND,0.079,27966.0,1.0,0.0023652678315167997,27900
India,Chandrapur,19.95,79.3,352,IND,0.079,27808.0,1.0,0.0023652678315167997,27742
India,Darbhanga,26.1667,85.9,351,IND,0.079,27729.0,1.0,0.0023652678315167997,27663
Russian Federation,Tver,56.8605,35.876,425,RUS,0.065,27625.0,1.0,0.0,27625
Mexico,Ensenada,31.8667,-116.6167,335,MEX,0.08299999999999999,27805.0,0.9980000305,0.0054642808223601,27598
India,Deoghar,24.4886,86.699,349,IND,0.079,27571.0,1.0,0.0023652678315167997,27506
India,Habra,22.8344,88.6275,348,IND,0.079,27492.0,1.0,0.0023652678315167997,27427
Czechia,Praha (Prague),50.088,14.4208,1306,CZE,0.021,27426.0,1.0,0.0,27426
Russian Federation,Magnitogorsk,53.4186,59.0472,421,RUS,0.065,27365.0,1.0,0.0,27365
Indonesia,Manado,1.487,124.8455,443,IDN,0.06199999999999999,27466.0,0.9959999847000001,9.424091293893e-06,27356
India,Morvi,22.8167,70.8333,346,IND,0.079,27334.0,1.0,0.0023652678315167997,27269
India,Karur,10.9577,78.081,346,IND,0.079,27334.0,1.0,0.0023652678315167997,27269
Mexico,Uruapán,19.4165,-102.0579,330,MEX,0.08299999999999999,27390.0,0.9980000305,0.0054642808223601,27186
Indonesia,Yogyakarta,-7.7828,110.3608,440,IDN,0.06199999999999999,27280.0,0.9959999847000001,9.424091293893e-06,27171
India,Farrukhabad,27.3905,79.5801,344,IND,0.079,27176.0,1.0,0.0023652678315167997,27112
India,Satna,24.5833,80.8333,343,IND,0.079,27097.0,1.0,0.0023652678315167997,27033
South Africa,Vereeniging,-26.6731,27.9262,774,ZAF,0.040999999999999995,31734.0,0.8880626678,0.0447956252095753,26919
India,Jalna,19.8333,75.8833,341,IND,0.079,26939.0,1.0,0.0023652678315167997,26875
India,Kanhangad,12.3081,75.1063,340,IND,0.079,26860.0,1.0,0.0023652678315167997,26796
India,Khammam,17.25,80.15,339,IND,0.079,26781.0,1.0,0.0023652678315167997,26718
India,Navsari,20.9485,72.9308,339,IND,0.079,26781.0,1.0,0.0023652678315167997,26718
Colombia,Medellín,6.2518,-75.5636,4000,COL,0.006999999999999999,28000.0,1.0,0.04991105651543679,26602
India,Thanjavur,10.8,79.15,337,IND,0.079,26623.0,1.0,0.0023652678315167997,26560
Russian Federation,Belgorod,50.6107,36.5802,408,RUS,0.065,26520.0,1.0,0.0,26520
India,Nizamabad,18.6715,78.0988,333,IND,0.079,26307.0,1.0,0.0023652678315167997,26245
Russian Federation,Ivanovo,56.9972,40.9714,403,RUS,0.065,26195.0,1.0,0.0,26195
Russian Federation,Bryansk,53.2521,34.3717,399,RUS,0.065,25935.0,1.0,0.0,25935
India,Haldwani-cum-kathgodam,29.2187,79.5184,329,IND,0.079,25991.0,1.0,0.0023652678315167997,25930
India,Arrah,25.5631,84.6714,329,IND,0.079,25991.0,1.0,0.0023652678315167997,25930
Chile,Antofagasta,-23.65,-70.4,439,CHL,0.059000000000000004,25901.0,1.0,0.0041409459971694,25794
Mexico,Los Mochis,25.7667,-108.9667,313,MEX,0.08299999999999999,25979.0,0.9980000305,0.0054642808223601,25785
India,Kharagpur,22.3263,87.3192,327,IND,0.079,25833.0,1.0,0.0023652678315167997,25772
Russian Federation,Surgut,61.2587,73.4244,390,RUS,0.065,25350.0,1.0,0.0,25350
India,Hapur,28.7167,77.7833,321,IND,0.079,25359.0,1.0,0.0023652678315167997,25299
India,Ratlam,23.3167,75.0667,316,IND,0.079,24964.0,1.0,0.0023652678315167997,24905
Indonesia,Bengkulu,-3.8003,102.2653,401,IDN,0.06199999999999999,24862.0,0.9959999847000001,9.424091293893e-06,24762
South Africa,East London (Buffalo City),-33.0153,27.9116,709,ZAF,0.040999999999999995,29069.0,0.8880626678,0.0447956252095753,24659
Malaysia,Kuala Lumpur,3.1412,101.6865,7997,MYS,0.003,23991.0,1.0,0.0,23991
Russian Federation,Vladimir,56.1366,40.3966,359,RUS,0.065,23335.0,1.0,0.0,23335
Yemen,Al-Mukalla,14.5425,49.1242,506,YEM,0.05,25300.0,0.9311345673,0.0120962153712701,23273
Russian Federation,Chita,52.0317,113.5009,357,RUS,0.065,23205.0,1.0,0.0,23205
Brazil,Brasília,-15.7797,-47.9297,4646,BRA,0.005,23230.0,1.0,0.0042300844605159,23132
Russian Federation,Arkhangelsk,64.56,40.5333,350,RUS,0.065,22750.0,1.0,0.0,22750
Russian Federation,Nizhny Tagil,57.9194,59.965,350,RUS,0.065,22750.0,1.0,0.0,22750
Peru,Chiclayo,-6.7736,-79.8417,637,PER,0.036,22932.0,1.0,0.0097904397707162,22707
Russian Federation,Kaluga,54.5293,36.2754,349,RUS,0.065,22685.0,1.0,0.0,22685
Dominican Republic,Santiago,19.4602,-70.6997,665,DOM,0.034,22610.0,1.0,0.002470159316594,22554
Costa Rica,San José,9.9278,-84.0807,1400,CRI,0.016,22400.0,0.9994000244,0.0068784271164127,22233
Panama,Ciudad de Panamá (Panama City),8.9958,-79.5196,1860,PAN,0.012000000000000002,22320.0,0.9968539429000001,0.0028176670356467996,22187
Republic of Korea,Daegu,35.8703,128.5911,2199,KOR,0.01,21990.0,1.0,0.0,21990
Russian Federation,Volzhsky,48.7858,44.7797,330,RUS,0.065,21450.0,1.0,0.0,21450
Russian Federation,Smolensk,54.7818,32.0401,329,RUS,0.065,21385.0,1.0,0.0,21385
Russian Federation,Yakutsk,62.0339,129.7331,328,RUS,0.065,21320.0,1.0,0.0,21320
Austria,Wien (Vienna),48.2064,16.3707,1930,AUT,0.011000000000000001,21230.0,1.0,0.0054076021374721,21115
Russian Federation,Podolsk,55.4242,37.5547,324,RUS,0.065,21060.0,1.0,0.0,21060
Indonesia,Sukabumi,-6.9181,106.9267,340,IDN,0.06199999999999999,21080.0,0.9959999847000001,9.424091293893e-06,20995
Russian Federation,Saransk,54.1838,45.1749,322,RUS,0.065,20930.0,1.0,0.0,20930
Ukraine,Kyiv (Kiev),50.4454,30.5186,2988,UKR,0.006999999999999999,20916.0,1.0,0.0,20916
Russian Federation,Cherepovets,59.1333,37.9,320,RUS,0.065,20800.0,1.0,0.0,20800
Ecuador,Guayaquil,-2.1667,-79.9,2994,ECU,0.006999999999999999,20958.0,0.9966000366,0.010409609673693102,20669
Russian Federation,Orel,52.9651,36.0785,317,RUS,0.065,20605.0,1.0,0.0,20605
Russian Federation,Vologda,59.2187,39.8886,317,RUS,0.065,20605.0,1.0,0.0,20605
Brazil,Pôrto Alegre,-30.0331,-51.23,4137,BRA,0.005,20685.0,1.0,0.0042300844605159,20598
Brazil,Recife,-8.0539,-34.8811,4127,BRA,0.005,20635.0,1.0,0.0042300844605159,20548
Russian Federation,Kurgan,55.45,65.3333,314,RUS,0.065,20410.0,1.0,0.0,20410
Brazil,Fortaleza,-3.7412,-38.5436,4073,BRA,0.005,20365.0,1.0,0.0042300844605159,20279
Chile,Temuco,-38.7333,-72.6,342,CHL,0.059000000000000004,20178.0,1.0,0.0041409459971694,20094
Tajikistan,Dushanbe,38.5358,68.7791,916,TJK,0.022000000000000002,20152.0,0.9905285644999999,0.004117836284873399,19879
Kazakhstan,Astana,51.1801,71.446,1166,KAZ,0.017,19822.0,1.0,0.0,19822
Indonesia,Cirebon,-6.7063,108.557,320,IDN,0.06199999999999999,19840.0,0.9959999847000001,9.424091293893e-06,19760
South Africa,Bloemfontein,-29.1211,26.214,567,ZAF,0.040999999999999995,23247.0,0.8880626678,0.0447956252095753,19720
Russian Federation,Vladikavkaz,43.0367,44.6678,302,RUS,0.065,19630.0,1.0,0.0,19630
Indonesia,Jayapura,-2.6827,140.804,314,IDN,0.06199999999999999,19468.0,0.9959999847000001,9.424091293893e-06,19390
Indonesia,Pekalongan,-6.8873,109.6718,313,IDN,0.06199999999999999,19406.0,0.9959999847000001,9.424091293893e-06,19328
Iran (Islamic Republic of),Mashhad,36.297,59.6062,3208,IRN,0.006,19248.0,1.0,0.0005627069160749399,19237
Brazil,Salvador,-12.9711,-38.5108,3839,BRA,0.005,19195.0,1.0,0.0042300844605159,19114
Colombia,Cali,3.4372,-76.5225,2782,COL,0.006999999999999999,19474.0,1.0,0.04991105651543679,18502
South Africa,Pietermaritzburg (The Msunduzi),-29.6168,30.3928,527,ZAF,0.040999999999999995,21607.0,0.8880626678,0.0447956252095753,18329
Brazil,Curitiba,-25.4278,-49.2731,3679,BRA,0.005,18395.0,1.0,0.0042300844605159,18317
Latvia,Riga,56.946,24.1059,631,LVA,0.028999999999999998,18299.0,1.0,0.002082406235481199,18261
Kazakhstan,Shimkent,42.3,69.6,1058,KAZ,0.017,17986.0,1.0,0.0,17986
South Africa,Rustenburg,-25.6676,27.2421,509,ZAF,0.040999999999999995,20869.0,0.8880626678,0.0447956252095753,17703
Peru,Piura,-5.2,-80.6333,474,PER,0.036,17064.0,1.0,0.0097904397707162,16897
Peru,Cusco,-13.5183,-71.9781,471,PER,0.036,16956.0,1.0,0.0097904397707162,16790
Peru,Iquitos,-3.7372,-73.2528,470,PER,0.036,16920.0,1.0,0.0097904397707162,16754
Brazil,Campinas,-22.9109,-47.0656,3301,BRA,0.005,16505.0,1.0,0.0042300844605159,16435
Yemen,Dhamar,14.5427,44.4051,351,YEM,0.05,17550.0,0.9311345673,0.0120962153712701,16144
South Africa,Witbank,-25.8713,29.2332,454,ZAF,0.040999999999999995,18614.0,0.8880626678,0.0447956252095753,15790
Republic of Korea,Daejon,36.3214,127.4197,1566,KOR,0.01,15660.0,1.0,0.0,15660
Republic of Korea,Gwangju,35.1461,126.9186,1522,KOR,0.01,15220.0,1.0,0.0,15220
Colombia,Barranquilla,10.9639,-74.7964,2273,COL,0.006999999999999999,15911.0,1.0,0.04991105651543679,15117
South Africa,Polokwane,-23.9045,29.4689,426,ZAF,0.040999999999999995,17466.0,0.8880626678,0.0447956252095753,14816
Venezuela (Bolivarian Republic of),Caracas,10.488,-66.8792,2939,VEN,0.005,14695.0,1.0,0.0337519616566383,14199
Peru,Chimbote,-9.0853,-78.5783,389,PER,0.036,14004.0,1.0,0.0097904397707162,13867
Peru,Huancayo,-12.0667,-75.2333,386,PER,0.036,13896.0,1.0,0.0097904397707162,13760
Brazil,Goiânia,-16.6786,-49.2539,2690,BRA,0.005,13450.0,1.0,0.0042300844605159,13393
Uzbekistan,Tashkent,41.2647,69.2163,2517,UZB,0.008,20136.0,1.0,0.3432346480816828,13225
Republic of Korea,Suweon,37.2635,127.0214,1311,KOR,0.01,13110.0,1.0,0.0,13110
Bolivia (Plurinational State of),La Paz,-16.5,-68.15,1858,BOL,0.006999999999999999,13006.0,1.0,0.0023347065157998,12976
Ecuador,Quito,-0.2299,-78.525,1874,ECU,0.006999999999999999,13118.0,0.9966000366,0.010409609673693102,12937
Iran (Islamic Republic of),Esfahan,32.6572,51.6776,2132,IRN,0.006,12792.0,1.0,0.0005627069160749399,12785
Bolivia (Plurinational State of),Santa Cruz,-17.7989,-63.1698,1713,BOL,0.006999999999999999,11991.0,1.0,0.0023347065157998,11963
Brazil,Belém,-1.4561,-48.479,2334,BRA,0.005,11670.0,1.0,0.0042300844605159,11621
Peru,Tacna,-18.0056,-70.2483,320,PER,0.036,11520.0,1.0,0.0097904397707162,11407
Brazil,Manaus,-3.1019,-60.025,2261,BRA,0.005,11305.0,1.0,0.0042300844605159,11257
Venezuela (Bolivarian Republic of),Maracaibo,10.6317,-71.6406,2258,VEN,0.005,11290.0,1.0,0.0337519616566383,10909
Republic of Korea,Yongin,37.2352,127.2033,1083,KOR,0.01,10830.0,1.0,0.0,10830
Republic of Korea,Goyang,37.6564,126.835,1069,KOR,0.01,10690.0,1.0,0.0,10690
Republic of Korea,Changwon,35.2281,128.6811,1056,KOR,0.01,10560.0,1.0,0.0,10560
Uruguay,Montevideo,-34.8335,-56.1674,1752,URY,0.006,10512.0,1.0,0.000557633160812322,10506
Brazil,Grande Vitória,-20.3054,-40.3079,2076,BRA,0.005,10380.0,1.0,0.0042300844605159,10336
Cuba,Santiago de Cuba,20.0247,-75.8219,438,CUB,0.023000000000000003,10074.0,1.0,0.0,10074
Ukraine,Kharkiv,49.9808,36.2527,1429,UKR,0.006999999999999999,10003.0,1.0,0.0,10003
Iran (Islamic Republic of),Shiraz,29.6036,52.5388,1651,IRN,0.006,9906.0,1.0,0.0005627069160749399,9900
Iran (Islamic Republic of),Tabriz,38.08,46.2919,1611,IRN,0.006,9666.0,1.0,0.0005627069160749399,9661
Iran (Islamic Republic of),Karaj,35.8355,51.0103,1580,IRN,0.006,9480.0,1.0,0.0005627069160749399,9475
Romania,Iasi,47.1667,27.6,317,ROU,0.03,9510.0,1.0,0.0041631763244583,9470
Republic of Korea,Seongnam,37.4386,127.1378,944,KOR,0.01,9440.0,1.0,0.0,9440
Brazil,Baixada Santista,-23.957,-46.3266,1892,BRA,0.005,9460.0,1.0,0.0042300844605159,9420
Venezuela (Bolivarian Republic of),Valencia,10.162,-68.0077,1910,VEN,0.005,9550.0,1.0,0.0337519616566383,9228
Romania,Cluj-Napoca,46.7667,23.6,308,ROU,0.03,9240.0,1.0,0.0041631763244583,9202
Romania,Timisoara,45.7494,21.2272,307,ROU,0.03,9210.0,1.0,0.0041631763244583,9172
Bolivia (Plurinational State of),Cochabamba,-17.3895,-66.1568,1304,BOL,0.006999999999999999,9128.0,1.0,0.0023347065157998,9107
Republic of Korea,Ulsan,35.5372,129.3167,910,KOR,0.01,9100.0,1.0,0.0,9100
Colombia,Bucaramanga,7.1254,-73.1198,1331,COL,0.006999999999999999,9317.0,1.0,0.04991105651543679,8852
Kazakhstan,Karaganda,49.8011,73.0954,505,KAZ,0.017,8585.0,1.0,0.0,8585
Republic of Korea,Bucheon,37.4989,126.7831,832,KOR,0.01,8320.0,1.0,0.0,8320
Czechia,Brno,49.1952,16.608,378,CZE,0.021,7938.0,1.0,0.0,7938
Iran (Islamic Republic of),Qom,34.6401,50.8764,1288,IRN,0.006,7728.0,1.0,0.0005627069160749399,7724
Republic of Korea,Ansan,37.3236,126.8219,761,KOR,0.01,7610.0,1.0,0.0,7610
Iran (Islamic Republic of),Ahvaz,31.3203,48.6693,1244,IRN,0.006,7464.0,1.0,0.0005627069160749399,7460
Brazil,Grande São Luís,-2.5385,-44.2832,1486,BRA,0.005,7430.0,1.0,0.0042300844605159,7399
Kazakhstan,Aktyubinsk,50.2855,57.1628,431,KAZ,0.017,7327.0,1.0,0.0,7327
Brazil,Natal,-5.795,-35.2094,1457,BRA,0.005,7285.0,1.0,0.0042300844605159,7254
Republic of Korea,Cheongju,36.6372,127.4897,717,KOR,0.01,7170.0,1.0,0.0,7170
Iraq,Baghdad,33.3406,44.4009,7144,IRQ,0.001,7144.0,1.0,0.0,7144
Cuba,Camaguey,21.3808,-77.9169,310,CUB,0.023000000000000003,7130.0,1.0,0.0,7130
Colombia,Cartagena,10.3997,-75.5144,1063,COL,0.006999999999999999,7441.0,1.0,0.04991105651543679,7070
Ukraine,Odesa,46.4775,30.7326,1009,UKR,0.006999999999999999,7063.0,1.0,0.0,7063
Azerbaijan,Baku,40.3777,49.892,2341,AZE,0.003,7023.0,1.0,0.0,7023
Brazil,João Pessoa,-7.115,-34.8631,1378,BRA,0.005,6890.0,1.0,0.0042300844605159,6861
Republic of Korea,Cheonan,36.8132,127.141,680,KOR,0.01,6800.0,1.0,0.0,6800
Ukraine,Dnipro,48.45,34.9833,957,UKR,0.006999999999999999,6699.0,1.0,0.0,6699
Republic of Korea,Jeonju,35.8219,127.1489,663,KOR,0.01,6630.0,1.0,0.0,6630
Brazil,Maceió,-9.6658,-35.7353,1323,BRA,0.005,6615.0,1.0,0.0042300844605159,6587
Brazil,Joinville,-26.3044,-48.8456,1303,BRA,0.005,6515.0,1.0,0.0042300844605159,6487
Georgia,Tbilisi,41.6941,44.8337,1078,GEO,0.006,6468.0,1.0,0.006423220451241,6426
Ukraine,Donetsk,48.023,37.8022,906,UKR,0.006999999999999999,6342.0,1.0,0.0,6342
Kazakhstan,Taraz,42.9,71.3667,366,KAZ,0.017,6222.0,1.0,0.0,6222
Colombia,Cúcuta,7.8939,-72.5078,933,COL,0.006999999999999999,6531.0,1.0,0.04991105651543679,6205
Brazil,Florianópolis,-27.5967,-48.5492,1239,BRA,0.005,6195.0,1.0,0.0042300844605159,6169
Iran (Islamic Republic of),Kermanshah,34.3142,47.065,1026,IRN,0.006,6156.0,1.0,0.0005627069160749399,6153
Venezuela (Bolivarian Republic of),Barquisimeto,10.0739,-69.3228,1214,VEN,0.005,6070.0,1.0,0.0337519616566383,5865
Costa Rica,Alajuela,10.0167,-84.2167,366,CRI,0.016,5856.0,0.9994000244,0.0068784271164127,5812
Venezuela (Bolivarian Republic of),Maracay,10.2469,-67.5958,1203,VEN,0.005,6015.0,1.0,0.0337519616566383,5812
United Arab Emirates,Dubayy (Dubai),25.2721,55.3113,2878,ARE,0.002,5756.0,1.0,0.0,5756
Kazakhstan,Pavlodar,52.3,76.95,335,KAZ,0.017,5695.0,1.0,0.0,5695
Republic of Korea,Anyang,37.3925,126.9269,568,KOR,0.01,5680.0,1.0,0.0,5680
Kazakhstan,Ust-Kamenogorsk,49.9647,82.609,328,KAZ,0.017,5576.0,1.0,0.0,5576
Kazakhstan,Semipalatinsk,50.4268,80.2667,321,KAZ,0.017,5457.0,1.0,0.0,5457
